id;wkt_a;wkt_b;real_result_polygon_count;real_result_area;epeck_result_polygon_count;epeck_result_area;bg_polygon_count;bg_area;real_error_area;epeck_error_area;status
case_1_difference; POLYGON((0 1,2 5,5 3,0 1)); POLYGON((3 0,0 3,4 5,3 0)); 3; 2.52637; 3; 2.52637; 3; 2.52637; 0; 8.60099e-16; OK
ccw_case_1_difference; POLYGON((0 1,5 3,2 5,0 1)); POLYGON((3 0,4 5,0 3,3 0)); 3; 2.52637; 3; 2.52637; 3; 2.52637; 0; 8.60099e-16; OK
open_case_1_difference; POLYGON((0 1,2 5,5 3)); POLYGON((3 0,0 3,4 5)); 3; 2.52637; 3; 2.52637; 3; 2.52637; 0; 8.60099e-16; OK
case_2_difference; POLYGON((0 2,2 5,5 3,3 0,0 2)); POLYGON((0 4,4 5,5 1,1 0,0 4)); 4; 0.94545; 4; 0.945455; 4; 0.945455; 0; 1.09407e-15; OK
case_3_difference; POLYGON((1 2,2 4,4 3,3 1,1 2)); POLYGON((1 1,1 4,4 4,4 1,1 1)); 0; 0; 0; 0; 0; 0; 0; 0; OK
case_3_sph_difference; POLYGON((1 2,2 4.0012148518458881,4 3,3.0001521347633209 1.0003046174216719,1 2)); POLYGON((1 1,1 4,4 4,4 1,1 1)); 1; 1.84282e-6; 1; 1.84282e-06; 1; 1.84282e-06; 0; 1.26292e-19; OK
case_3_2_difference; POLYGON((1 1,1 2,1 4,2 4,4 4,4 3,4 1,3 1,1 1)); POLYGON((1 1,1 4,4 4,4 1,1 1)); 0; 0; 0; 0; 0; 0; 0; 0; OK
case_3_2_sph_difference; POLYGON((1 1,1 2,1 4,2 4.0012148518458881,4 4, 4 3,4 1,3.0001521347633209 1.0003046174216719,1 1)); POLYGON((1 1,1 4,4 4,4 1,1 1)); 1; 0.00182; 1; 0.00182228; 1; 0.00182228; 0; 0; OK
case_4_difference; POLYGON((0 2,2 5,5 3,3 0,0 2)); POLYGON((0 4,4 5,5 1,1 0,0 4),(1 1,2 1,2 2,1 2,1 1),(3 3,4 3,4 4,3 4,3 3)); 6; 2.77879; 6; 2.77879; 6; 2.77879; 0; 1.14959e-15; OK
case_5_difference; POLYGON((0 4,1 5,2.5 4,3.5 5,5 4,4 3,5 2,4 1,3.5 0,3 1,2.5 0,2 1,1.5 0,1 3.5,0.25 3,1 2.5,0 2,0 4)); POLYGON((0.5 0.5,0.5 4.5,4.5 4.5,4.5 0.5,0.5 0.5)); 7; 2.43452; 7; 2.43452; 8; 2.43452; 0; 1.92967e-16; OK
case_6_difference; POLYGON((0 1,2 5,5 2,0 1)); POLYGON((1 3,2 5,5 2,1 3)); 1; 4.50000; 1; 4.5; 1; 4.5; 0; 0; OK
case_6_sph_difference; POLYGON((0 1,2 5,5 2,0 1)); POLYGON((0.99816884334995659 3.0004544452169379,2 5,5 2,0.99816884334995659 3.0004544452169379)); 1; 4.49999; 1; 4.49999; 1; 4.49999; 0; 5.13943e-16; OK
case_7_difference; POLYGON((0 1,1 3,5 2,0 1)); POLYGON((1 3,2 5,5 2,1 3)); 1; 4.50000; 1; 4.5; 1; 4.5; 0; 0; OK
case_8_difference; POLYGON((0 0,0 4,4 0,0 0)); POLYGON((1 3,4 4,3 1,1 3)); 1; 8.; 1; 8; 1; 8; 0; 0; OK
case_8_sph_difference; POLYGON((0 0,0 4,4 0,0 0)); POLYGON((1.0023984691325358 3.0008039480973441,4 4,3.0005710779764270 1.0017165445544389,1.0023984691325358 3.0008039480973441)); 1; 8.; 1; 8; 1; 8; 0; 0; OK
case_9_difference; POLYGON((0 0,0 4,4 0,0 0)); POLYGON((2 2,2 4,5 4,2 2)); 1; 8.; 1; 8; 1; 8; 0; 0; OK
case_9_sph_difference; POLYGON((0 0,0 4,4 0,0 0)); POLYGON((2.0021918671997510 2.0014662914956771,2 4,5 4,2.0021918671997510 2.0014662914956771)); 1; 8.; 1; 8; 1; 8; 0; 0; OK
ccw_case_9_difference; POLYGON((0 0,4 0,0 4,0 0)); POLYGON((2 2,5 4,2 4,2 2)); 1; 8.; 1; 8; 1; 8; 0; 0; OK
open_case_9_difference; POLYGON((0 0,0 4,4 0)); POLYGON((2 2,2 4,5 4)); 1; 8.; 1; 8; 1; 8; 0; 0; OK
case_10_difference; POLYGON((0 0,2 4,4 0,0 0)); POLYGON((1 2,2 5,3 2,2 4,1 2)); 1; 8.; 1; 8; 1; 8; 0; 0; OK
case_10_sph_difference; POLYGON((0 0,2 4,4 0,0 0)); POLYGON((1.0027234797707729 2.0081941097810105,2 5,2.9972765202292275 2.0081941097810105,2 4,1.0027234797707729 2.0081941097810105)); 1; 8.; 1; 8; 1; 8; 0; 0; OK
case_11_difference; POLYGON((0 0,0 4,4 0,0 0)); POLYGON((1 2,2 2,2 1,1 1)); 1; 7.; 1; 7; 1; 7; 0; 0; OK
case_11_sph_difference; POLYGON((0 0,0 4,4 0,0 0)); POLYGON((1 2,2 2.0036594926050890,2 1,1 1)); 1; 6.99818; 1; 6.99818; 1; 6.99818; 0; 5.471e-17; OK
case_12_difference; POLYGON((0 1,1 4,2 2,3 4,4 1,0 1)); POLYGON((0 3,2 4,4 3,0 3)); 3; 6.36667; 3; 6.36667; 3; 6.36667; 0; 3.18264e-16; OK
case_13_difference; POLYGON((0 1,1 2,3 0,0 1)); POLYGON((0 3,2 3,2 1,0 3)); 1; 2.; 1; 2; 1; 2; 0; 0; OK
case_13_sph_difference; POLYGON((0 1,1 2,3 0,0 1)); POLYGON((0 2.9977189008308094,2 3,2 1.0004570537241211,0 2.9977189008308094)); 1; 1.99970; 1; 1.9997; 1; 1.9997; 0; 2.09391e-16; OK
case_14_difference; POLYGON((0 0,0 4,2 2,4 0,0 0)); POLYGON((1 3,4 4,3 1,1 3)); 1; 8.; 1; 8; 1; 8; 0; 0; OK
case_14_sph_difference; POLYGON((0 0,0 4,2 2.0036594926050877,4 0,0 0)); POLYGON((1.0023984691325358 3.0008039480973441,4 4,3.0005710779764270 1.0017165445544389,1.0023984691325358 3.0008039480973441)); 1; 8.00683; 1; 8.00683; 1; 8.00683; 0; 4.08855e-16; OK
case_15_difference; POLYGON((0 0,0 4,1.5 2.5,2.5 1.5,4 0,0 0)); POLYGON((1 3,4 4,3 1,1 3)); 1; 8.; 1; 8; 1; 8; 0; 0; OK
case_15_sph_difference; POLYGON((0 0,0 4,1.5 2.5037147591481679,2.5 1.5031461368777814,4 0,0 0)); POLYGON((1.0023984691325358 3.0008039480973441,4 4,3.0005710779764270 1.0017165445544389,1.0023984691325358 3.0008039480973441)); 1; 8.00768; 1; 8.00768; 1; 8.00768; 0; 6.88352e-16; OK
case_16_difference; POLYGON((1 2,3 4,2 1,1 2)); POLYGON((1 0,1 2,2 1,3 4,2 3,3 5,4 0,1 0)); 1; 2.; 1; 2; 1; 2; 0; 0; OK
case_16_sph_difference; POLYGON((1 2,3 4,2 1,1 2)); POLYGON((1 0,1 2,2 1,3 4,2.0013644968330810 3.0027358616998980,3 5,4 0,1 0)); 1; 2.; 1; 2; 1; 2; 0; 0; OK
case_17_difference; POLYGON((0 0,0 4,4 0,0 0)); POLYGON((1 1,1 3,3 1,1 1)); 1; 6.; 1; 6; 1; 6; 0; 0; OK
case_17_sph_difference; POLYGON((0 0,0 4,4 0,0 0)); POLYGON((1 1,1 3.0031983963093531,3 1.0022887548647623,1 1)); 1; 6.00229; 1; 6.00229; 1; 6.00229; 0; 1.6307e-16; OK
case_18_difference; POLYGON((0 0,0 4,1.5 2.5,2.5 1.5,4 0,0 0)); POLYGON((1 1,1 3,3 1,1 1)); 1; 6.; 1; 6; 1; 6; 0; 0; OK
case_18_sph_difference; POLYGON((0 0,0 4,1.5 2.5037147591481679,2.5 1.5031461368777814,4 0,0 0)); POLYGON((1 1,1 3.0031983963093531,3 1.0022887548647623,1 1)); 2; 6.00548; 2; 6.00548; 2; 6.00548; 0; 4.76058e-16; OK
case_19_difference; POLYGON((2 0,1 3,5 2,2 0)); POLYGON((1 3,2 5,5 2,1 3)); 1; 5.50000; 1; 5.5; 1; 5.5; 0; 0; OK
case_20_difference; POLYGON((2 0,1 3,5 2,2 0)); POLYGON((2 0,1 3,5 2,2 0)); 0; 0; 0; 0; 0; 0; 0; 0; OK
case_21_difference; POLYGON((1 0,0 5,5 2,1 0),(2 1,3 2,1 3,2 1)); POLYGON((2 1,1 3,3 2,2 1)); 1; 9.50000; 1; 9.5; 1; 9.5; 0; 0; OK
case_22_difference; POLYGON((1 0,0 3,4 2,1 0)); POLYGON((2 4,5 5,4 2,2 4)); 1; 5.50000; 1; 5.5; 1; 5.5; 0; 0; OK
case_23_difference; POLYGON((1 0,0 3,4 2,1 0)); POLYGON((3 3,4 2,1 1,3 3)); 1; 4.10000; 1; 4.1; 1; 4.1; 0; 1.33227e-16; OK
case_24_difference; POLYGON((1 0,0 3,4 2,1 0)); POLYGON((2 2,4 2,1 1,2 2)); 1; 4.50000; 1; 4.5; 1; 4.5; 0; 0; OK
case_25_difference; POLYGON((1 0,0 3,4 2,1 0)); POLYGON((3 1,4 2,5 0,3 1)); 1; 5.50000; 1; 5.5; 1; 5.5; 0; 0; OK
case_26_difference; POLYGON((1 0,0 3,4 2,1 0)); POLYGON((3 1,4 2,5 4,4 0,3 1)); 1; 5.50000; 1; 5.5; 1; 5.5; 0; 0; OK
case_27_difference; POLYGON((1 0,0 3,4 2,1 0)); POLYGON((1 1,4 2,5 0,1 1)); 1; 4.54545; 1; 4.54545; 1; 4.54545; 0; 4.03717e-17; OK
case_28_difference; POLYGON((1 0,0 3,4 2,1 0)); POLYGON((1 1,4 2,5 4,5 0,1 1)); 1; 4.54545; 1; 4.54545; 1; 4.54545; 0; 4.03717e-17; OK
case_29_difference; POLYGON((1 0,0 3,4 2,1 0)); POLYGON((4 4,5 1,4 2,1 1,4 4)); 1; 4.10000; 1; 4.1; 1; 4.1; 0; 1.33227e-16; OK
case_30_difference; POLYGON((1 0,0 3,2 2,3 3,1 0)); POLYGON((1 2,2 2,2 4,4 3,3 1,1 2)); 1; 2.50000; 1; 2.5; 1; 2.5; 0; 0; OK
case_31_difference; POLYGON((0 0,0 3,2 2,0 0)); POLYGON((4 1,2 2,3 3,4 1)); 1; 3.; 1; 3; 1; 3; 0; 0; OK
case_32_difference; POLYGON((0 0,0 3,2 2,0 0)); POLYGON((4 1,3 0,2 2,4 1)); 1; 3.; 1; 3; 1; 3; 0; 0; OK
case_33_difference; POLYGON((0 0,0 3,2 2,0 0)); POLYGON((3 3,3 0,2 2,3 3)); 1; 3.; 1; 3; 1; 3; 0; 0; OK
case_34_difference; POLYGON((2 0,0 3,4 2,2 0)); POLYGON((2 1,4 2,5 3,4 1,2 1)); 1; 4.50000; 1; 4.5; 1; 4.5; 0; 0; OK
case_35_difference; POLYGON((1 0,0 3,5 3,4 2,5 1,1 0)); POLYGON((2 2,4 2,4 1,2 2)); 1; 9.50000; 1; 9.5; 1; 9.5; 0; 0; OK
case_36_difference; POLYGON((1 0,0 3,4 2,1 0)); POLYGON((1 5,5 5,4 2,3 3,2 1,1 2,1 5)); 1; 3.87500; 1; 3.875; 1; 3.875; 0; 2.22045e-16; OK
case_37_difference; POLYGON((4 0,2 2,5 5,4 0)); POLYGON((0 2,4 3,2 2,4 1,0 2)); 1; 5.33333; 1; 5.33333; 1; 5.33333; 0; 2.22045e-16; OK
case_38_difference; POLYGON((4 0,3 3,2 2,4 5,5 2,4 0)); POLYGON((1 1,1 3,4 4,3 3,4 2,1 1)); 1; 4.52857; 1; 4.52857; 1; 4.52857; 0; 2.47421e-16; OK
case_39_difference; POLYGON((0 4,4 8,7 7,8 4,5 3,4 0,0 4)); POLYGON((0 4,4 8,5 5,8 4,7 1,4 0,0 4)); 1; 8.; 1; 8; 1; 8; 0; 0; OK
case_40_difference; POLYGON((0 1,1 2,2 1,3 2,4 1,5 2,4 0,2 0,0 1)); POLYGON((0 3,2 4,4 4,5 2,4 3,3 2,2 3,1 2,0 3)); 1; 5.50000; 1; 5.5; 1; 5.5; 0; 0; OK
case_41_difference; POLYGON((3 1,1 4,3 3.5,5 3,3 1)); POLYGON((3 1,1 4,5 3,4 2,3 1)); 0; 0; 0; 0; 0; 0; 0; 0; OK
case_42_difference; POLYGON((3 1,1 4,3 3.5,5 3,5 3,3 1)); POLYGON((3 1,1 4,1 4,5 3,4 2,3 1)); 0; 0; 0; 0; 0; 0; 0; 0; OK
case_43_difference; POLYGON((1 2,1 1,2 1,2 2.25,3 2.25,3 0,0 0,0 3,3 3,2.75 2,1 2)); POLYGON((1.5 1.5,1.5 2.5,2.5 2.5,2.5 1.5,1.5 1.5)); -1; -1; -1; -1; -1; -1; -1; -1; CGAL ERROR: precondition violation!Expr: is_valid_unknown_polygon(p, t)File: /usr/include/CGAL/General_polygon_set_on_surface_2.hLine: 40
case_44_difference; POLYGON((0 0,0 3,3 3,3 2,0 1.5,3 1,3 0,0 0)); POLYGON((1 1,1 2,2 2,2 1,1 1)); -1; -1; -1; -1; -1; -1; -1; -1; CGAL ERROR: precondition violation!Expr: is_valid_unknown_polygon(p, t)File: /usr/include/CGAL/General_polygon_set_on_surface_2.hLine: 40
case_45_difference; POLYGON((0.5 0,0.5 3,3 3,3 2,0 1.5,3 1,3 0,0.5 0)); POLYGON((1 1,1 2,2 2,2 1,1 1)); -1; -1; -1; -1; -1; -1; -1; -1; CGAL ERROR: precondition violation!Expr: is_valid_unknown_polygon(p, t)File: /usr/include/CGAL/General_polygon_set_on_surface_2.hLine: 40
case_46_difference; POLYGON((2 0,2 3,5 3,5 2,2 1.5,5 1,5 0,2 0)); POLYGON((1.5 1,1.5 2,2.5 2,2.5 1,1.5 1)); -1; -1; -1; -1; -1; -1; -1; -1; CGAL ERROR: precondition violation!Expr: is_valid_unknown_polygon(p, t)File: /usr/include/CGAL/General_polygon_set_on_surface_2.hLine: 40
case_47_difference; POLYGON((2.5 0,2.5 3,5 3,5 2,2 1.5,5 1,5 0,2.5 0)); POLYGON((2 1,2 2,3 2,3 1,2 1)); -1; -1; -1; -1; -1; -1; -1; -1; CGAL ERROR: precondition violation!Expr: is_valid_unknown_polygon(p, t)File: /usr/include/CGAL/General_polygon_set_on_surface_2.hLine: 40
case_49_difference; POLYGON((1 0,1 1,2 2,3 3,4 3,4 0,1 0)); POLYGON((0 2,2 5,5 2,5 0,2 0,2 2,0 2)); 1; 1.50000; 1; 1.5; 1; 1.5; 0; 0; OK
case_50_difference; POLYGON((0 0,0 3,2 3,4 3,4 0,0 0)); POLYGON((0 3,0 5,5 5,5 0,4 0,4 3,2 3,0 3)); 1; 12.; 1; 12; 1; 12; 0; 0; OK
case_51_difference; POLYGON((0 0,0 5,5 5,5 0,0 0),(4 1,3 4,1 2,4 1)); POLYGON((1 2,3 4,4 1,1 2)); 1; 21.; 1; 21; 1; 21; 0; 0; OK
case_52_difference; POLYGON((0 0,1 4,3 1,4 4,1 4,5 5,5 0,0 0)); POLYGON((0 0,1 4,3 1,4 4,1 4,5 5,4 1,0 0)); -1; -1; -1; -1; -1; -1; -1; -1; CGAL ERROR: precondition violation!Expr: is_valid_unknown_polygon(p, t)File: /usr/include/CGAL/General_polygon_set_on_surface_2.hLine: 40
case_53_difference; POLYGON((2 2,2 3,3 3,3 2,2 2)); POLYGON((0 2,0 5,5 5,5 0,2 0,2 2,3 2,3 1,4 1,4 4,1 4,1 3,2 3,2 2,0 2)); -1; -1; -1; -1; -1; -1; -1; -1; CGAL ERROR: precondition violation!Expr: is_valid_unknown_polygon(p, t)File: /usr/include/CGAL/General_polygon_set_on_surface_2.hLine: 40
case_54_difference; POLYGON((2 2,2 3,4 3,4 0,1 0,1 2,2 2,2 1,3 1,3 2,2 2)); POLYGON((2 2,2 3,4 3,4 0,1 0,1 2,2 2),(2 1,3 1,3 2,2 2,2 1)); -1; -1; -1; -1; -1; -1; -1; -1; CGAL ERROR: precondition violation!Expr: is_valid_unknown_polygon(p, t)File: /usr/include/CGAL/General_polygon_set_on_surface_2.hLine: 40
case_55_difference; POLYGON((2 2,3 3,4 3,4 0,1 0,1 1,2 2,2 1,3 1,3 2,2 2)); POLYGON((2 2,3 3,4 3,4 0,1 0,1 1,2 2),(2 1,3 1,3 2,2 2,2 1)); -1; -1; -1; -1; -1; -1; -1; -1; CGAL ERROR: precondition violation!Expr: is_valid_unknown_polygon(p, t)File: /usr/include/CGAL/General_polygon_set_on_surface_2.hLine: 40
case_56_difference; POLYGON((0 0,0 1,2 3,3 0,4 2,5 0,0 0)); POLYGON((1 0,1 4,5 4,5 0,3 0,4 1,4 3,2 3,2 1,3 0,1 0)); -1; -1; -1; -1; -1; -1; -1; -1; CGAL ERROR: precondition violation!Expr: is_valid_unknown_polygon(p, t)File: /usr/include/CGAL/General_polygon_set_on_surface_2.hLine: 40
case_57_difference; POLYGON((0 0,0 1,2 3,3 0,4 2,5 0,0 0)); POLYGON((0 0,4 5,5 0,0 0)); -1; -1; -1; -1; -1; -1; -1; -1; CGAL ERROR: precondition violation!Expr: is_valid_unknown_polygon(p, t)File: /usr/include/CGAL/General_polygon_set_on_surface_2.hLine: 40
case_58_difference; POLYGON((3 3,3 4,4 4,4 3,3 3)); POLYGON((0 2,0 5,4 4,1 4,1 3,4 4,2 3,2 2,4 4,3 2,4 2,4 4,5 0,0 2)); -1; -1; -1; -1; -1; -1; -1; -1; CGAL ERROR: precondition violation!Expr: is_valid_unknown_polygon(p, t)File: /usr/include/CGAL/General_polygon_set_on_surface_2.hLine: 40
case_59_difference; POLYGON((0.5 3,3.5 3.5,3 0.5,2 2,0.5 3)); POLYGON((0 2,0 5,5 5,5 0,2 0,2 2,3 2,3 1,4 1,4 4,1 4,1 3,2 3,2 2,0 2)); -1; -1; -1; -1; -1; -1; -1; -1; CGAL ERROR: precondition violation!Expr: is_valid_unknown_polygon(p, t)File: /usr/include/CGAL/General_polygon_set_on_surface_2.hLine: 40
case_60_difference; POLYGON((1 3,5 5,3 1,1 3)); POLYGON((0 2,0 5,5 5,5 0,2 0,2 2,3 2,3 1,4 1,4 4,1 4,1 3,2 3,2 2,0 2)); -1; -1; -1; -1; -1; -1; -1; -1; CGAL ERROR: precondition violation!Expr: is_valid_unknown_polygon(p, t)File: /usr/include/CGAL/General_polygon_set_on_surface_2.hLine: 40
case_61_difference; POLYGON((1 1,1 2,2 2,2 3,3 3,3 2,2 2,2 1,1 1)); POLYGON((1 2,1 3,2 3,2 4,3 4,3 3,2 3,2 2,1 2)); -1; -1; -1; -1; -1; -1; -1; -1; CGAL ERROR: precondition violation!Expr: is_valid_unknown_polygon(p, t)File: /usr/include/CGAL/General_polygon_set_on_surface_2.hLine: 40
case_70_difference; POLYGON((1 0,1 3,4 3,4 0,1 0),(2 1,3 1,3 2,2 2,2 1)); POLYGON((1 0,1 2,4 2,4 0,3 0,3 1,2 1,2 0,1 0)); 2; 4.; 2; 4; 2; 4; 0; 0; OK
case_71_difference; POLYGON((0 0,0 3,1 3,1 1,3 1,3 2,2 2,2 3,3 3,3 2,4 2,4 0,0 0)); POLYGON((0 2,0 3,3 3,3 2,0 2)); -1; -1; -1; -1; -1; -1; -1; -1; CGAL ERROR: precondition violation!Expr: is_valid_unknown_polygon(p, t)File: /usr/include/CGAL/General_polygon_set_on_surface_2.hLine: 40
case_72_difference; POLYGON((0 3,4 4,3 0,3 3,2 1,1 2,3 3,0 3)); POLYGON((0 0,1 4,3 3,4 1,0 0)); -1; -1; -1; -1; -1; -1; -1; -1; CGAL ERROR: precondition violation!Expr: is_valid_unknown_polygon(p, t)File: /usr/include/CGAL/General_polygon_set_on_surface_2.hLine: 40
case_79_difference; POLYGON((0 0,0 5,5 5,5 3,2 3,2 2,5 2,5 0,0 0)); POLYGON((0 0,0 5,5 5,5 0,2 0,2 2,1 2,1 0,0 0)); 1; 2.; 1; 2; 1; 2; 0; 0; OK
case_80_difference; POLYGON((0 5,5 10,10 5,5 0,0 5),(10 5,4 6,5 4,10 5)); POLYGON((10 0,10 10,20 10,20 0,10 0),(10 5,15 3,18 8,10 5)); 1; 44.5000; 1; 44.5; 1; 44.5; 0; 0; OK
case_81_difference; POLYGON((0 0,0 10,10 10,10 0,0 0),(10 4,2 7,5 1,10 4)); POLYGON((10 0,10 10,20 10,20 0,10 0),(10 6,15 3,18 8,10 6)); 1; 80.5000; 1; 80.5; 1; 80.5; 0; 0; OK
case_82_difference; POLYGON((4 4,4 3,1 3,1 2,0 2,0 6,1 6,2 5,2 4,4 4),(2 4,1 4,1.5 3.5,2 4)); POLYGON((3 6,3 5,5 5,5 0,4 0,4 1,2 1,2 3,2 4,1 3,1 5,2 6,3 6),(3 3,3 2,4 2,4 4,2 4,3 3)); 1; 6.25000; 1; 6.25; 3; 6.25; 0; 0; OK
case_83_difference; POLYGON((2 4,2 2,0 2,0 6,2 4),(2 4,1 4,1.5 3.5,2 4)); POLYGON((5 6,5 0,2 4,1 3,0 6,5 6)); 1; 4.; 1; 4; 1; 4; 0; 0; OK
case_90_difference; POLYGON((0 6,-11 -6,6 0,0 6),(3 1,5 0,-2 0,3 1)); POLYGON((5 4,6 0,9 12,-7 -12,5 -19,5 4)); 2; 55.3688; 2; 55.3688; 2; 55.3688; 0; 9.16688e-16; OK
case_91_difference; POLYGON((0 0,10 10,20 0,0 0)); POLYGON((10 5,30 10,20 0,20 5,10 5)); 1; 97.5000; 1; 97.5; 1; 97.5; 0; 0; OK
case_92_difference; POLYGON((0 0,10 10,20 0,0 0)); POLYGON((10 10,30 10,20 0,20 5,10 10)); 1; 100.; 1; 100; 1; 100; 0; 0; OK
case_93_difference; POLYGON((0 0,10 10,20 0,0 0)); POLYGON((10 5,20 7,10 10,30 10,20 0,20 5,10 5)); 1; 97.9167; 1; 97.9167; 1; 97.9167; 0; 2.96059e-15; OK
case_94_difference; POLYGON((0 0,10 10,20 0,0 0)); POLYGON((15 5,20 7,10 10,30 10,20 0,20 5,15 5)); 1; 100.; 1; 100; 1; 100; 0; 0; OK
case_95_difference; POLYGON((0 0,0 40,40 40,40 0,0 0),(10 10,30 10,30 30,10 30,10 10)); POLYGON((5 15,5 30,30 15,5 15)); 1; 1132.50; 1; 1132.5; 1; 1132.5; 0; 0; OK
case_96_difference; POLYGON((0 0,0 40,40 40,40 0,20 0,0 0),(10 10,20 0,30 10,30 30,10 30,10 10)); POLYGON((10 10,10 30,30 30,30 10,10 10)); 1; 1100.; 1; 1100; 1; 1100; 0; 0; OK
case_97_difference; POLYGON((0 5,-6 -17,12 17,0 5),(4 6,5 5,0 1,4 6)); POLYGON((3 9,-15 -5,13 -11,3 9)); 2; 36.7987; 2; 36.7987; 2; 36.7987; 0; 1.40691e-14; OK
case_98_difference; POLYGON((5 6,-15 -13,1 -8,5 6)); POLYGON((0 8,-19 6,18 -17,20 8,11 17,0 8),(3 2,3 -1,1 0,3 2),(1 3,4 4,0 -1,1 3)); 3; 66.0666; 3; 66.0666; 3; 66.0666; 0; 8.01504e-15; OK
case_99_difference; POLYGON((0 0,0 40,40 40,40 0,0 0),(10 10,20 19,20 20,10 10),(20 20,30 30,20 21,20 20)); POLYGON((10 10,10 30,30 30,30 10,10 10)); 1; 1200.; 1; 1200; 1; 1200; 0; 0; OK
case_100_difference; POLYGON((2 1,4 1,4 3,2 3,2 1),(3 1.5,4 3,2.5 2.5,3 1.5)); POLYGON((4 0,8 0,8 4,4 4,4 0)); 1; 3.12500; 1; 3.125; 1; 3.125; 0; 0; OK
case_101_difference; POLYGON((0 1,0 5,5 5,5 1,0 1)); POLYGON((3 6,4 5,5 4,3 2,1 4,3 6),(4 5,3 4,3.5 3.5,4 4,4 5)); 1; 13.7500; 1; 13.75; 3; 13.75; 0; 0; OK
case_102_difference; POLYGON((1.25 3.75,1.25 5,5 5,5 3.75,1.25 3.75)); POLYGON((3 6,4 5,5 4,3 2,1 4,3 6),(4 5,3 4,3.5 3.5,4 4,4 5)); 2; 1.50000; 2; 1.5; 4; 1.5; 0; 0; OK
case_103_difference; POLYGON((0 0,0 1,1 1,1 0,0 0)); POLYGON((0 0,0 1,1 0,0 0)); 1; 0.50000; 1; 0.5; 1; 0.5; 0; 0; OK
case_104_difference; POLYGON((0 0,0 10,10 10,10 0,0 0),(1 1,9 1,9 9,1 9,1 1)); POLYGON((1 1,1 9,9 9,9 1,1 1)); 1; 36.; 1; 36; 1; 36; 0; 0; OK
case_105_difference; POLYGON((0 0,0 10,10 10,10 0,0 0),(3 3,7 3,7 7,3 7,3 3)); POLYGON((0 0,0 10,10 10,10 0,0 0),(1 5,2 4,3 5,2 6,1 5),(4 2,5 1,6 2,5 3,4 2),(4 8,5 7,6 8,5 9,4 8),(7 5,8 4,9 5,8 6,7 5)); 4; 8.; 4; 8; 4; 8; 0; 0; OK
case_106_difference; POLYGON((5 5,5 10,10 10,10 5,5 5),(9 8,7 9,5 8,7 7,9 8)); POLYGON((0 3,6 3,6 9,0 9,0 3)); 1; 17.5000; 1; 17.5; 1; 17.5; 0; 0; OK
case_107_difference; POLYGON((5 5,5 10,10 10,10 5,5 5),(9 8,7 9,5 8,7 7,9 8)); POLYGON((0 3,6 3,6 9,0 9,0 3),(2 6,4 7,6 6,4 5,2 6)); 1; 18.; 1; 18; 2; 18; 0; 0; OK
case_108_difference; POLYGON((0 1,0 2,1 2,1 3,2 3,2 2,3 2,3 1,2 1,2 0,1 0,1 1,0 1)); POLYGON((1 1,1 2,2 2,2 1,1 1)); 1; 4.; 1; 4; 4; 4; 0; 0; OK
case_many_situations_difference; POLYGON((2 6,2 14,10 18,18 14,18 6,16 5,14 4,12 3,10 2,8 3,6 4,4 5,2 6)); POLYGON((2 6,2 7,2 8,2 9,2 10,2 11,2 12,1 14,4 14,4 15,7 15,7 18,8 17,9 20,10 18,10 15.5,11 17.5,12 17,11 15,12 14.5,13 16.5,14 18.5,15 18,14 16,15 15.5,16 17.5,18 14,19 13,17 11,19 9,19 7,17 5,16 5,15 4.5,13 3.5,11 2.5,10 2,8 3,6 4,4 5,2 6)); 4; 8.; 4; 8; 5; 8; 0; 0; OK
collinear_overlaps_difference; POLYGON((0 2,0 4,2 4,2 5,0 5,0 7,2 7,2 8,6 8,6 7,8 7,8 5,6 5,6 4,8 4,8 2,6 2,6 1,2 1,2 2,0 2)); POLYGON((3 0,3 2,1 2,1 3,3 3,3 4,1 4,1 5,3 5,3 6,1 6,1 7,3 7,3 9,5 9,5 7,7 7,7 6,5 6,5 5,7 5,7 4,5 4,5 3,7 3,7 2,5 2,5 0,3 0)); 8; 20.; 8; 20; 8; 20; 0; 0; OK
simplex_spike_difference; POLYGON((0 1,2 5,5 3,0 1)); POLYGON((4 0,0 3,4 5,4 2,6 5,4 2,4 0)); -1; -1; -1; -1; -1; -1; -1; -1; CGAL ERROR: precondition violation!Expr: is_valid_unknown_polygon(p, t)File: /usr/include/CGAL/General_polygon_set_on_surface_2.hLine: 40
line_line1_difference; LINESTRING(0 1,2 5,5 3); LINESTRING(3 0,0 3,4 5); -1; -1; -1; -1; -1; -1; -1; -1; 134
pie_23_16_16_difference; POLYGON((2500 2500,2500 3875,2855 3828,3187 3690,3472 3472,3690 3187,3828 2855,3875 2500,3828 2144,3690 1812,3472 1527,3187 1309,2855 1171,2499 1125,2144 1171,1812 1309,1527 1527,1309 1812,1171 2144,1125 2499,1171 2855,1309 3187,1527 3472,1812 3690,2500 2500)); POLYGON((2500 2500,1525 1937,1413 2208,1375 2499,1413 2791,1525 3062,1704 3295,1937 3474,2208 3586,2499 3625,2791 3586,3062 3474,3295 3295,3474 3062,3586 2791,3625 2500,3586 2208,2500 2500)); 1; 3.25375e+6; 1; 3.25375e+06; 1; 3.25375e+06; 0; 3.68686e-11; OK
